0,0.07862305641174316,0.14912724494934082,0.20985150337219238,0.26293015480041504,0.3099977970123291
200,0.07990574836730957,0.15305089950561523,0.21892762184143066,0.2771186828613281,0.32994651794433594
400,0.08392500877380371,0.16063690185546875,0.23001408576965332,0.29175329208374023,0.3469369411468506
600,0.09117937088012695,0.17493295669555664,0.24848151206970215,0.31494855880737305,0.37430906295776367
800,0.10251569747924805,0.19635844230651855,0.2783820629119873,0.35171055793762207,0.4169280529022217
1000,0.12442970275878906,0.23288726806640625,0.3267853260040283,0.41007113456726074,0.4856390953063965
1200,0.1519145965576172,0.2822229862213135,0.3962380886077881,0.49823784828186035,0.5886893272399902
1400,0.18338823318481445,0.3430461883544922,0.48231983184814453,0.6046848297119141,0.7156693935394287
1600,0.2207505702972412,0.4085853099822998,0.5712816715240479,0.7145407199859619,0.8492908477783203
1800,0.25862157344818115,0.47984039783477783,0.6695846319198608,0.8373900651931763,0.9934080839157104
2000,0.30028438568115234,0.5529067516326904,0.7665674686431885,0.9526119232177734,1.1210289001464844
2200,0.3295283317565918,0.6150753498077393,0.8603165149688721,1.0785717964172363,1.2734999656677246
2400,0.36041271686553955,0.679101824760437,0.9504040479660034,1.192651629447937,1.4087969064712524
2600,0.3985450267791748,0.7504787445068359,1.050522804260254,1.313422441482544,1.542243242263794
2800,0.4420245885848999,0.8356660604476929,1.1644896268844604,1.4462579488754272,1.6991149187088013
3000,0.4696211814880371,0.8828463554382324,1.2206332683563232,1.51922607421875,1.7852776050567627
3200,0.5168765783309937,0.9415031671524048,1.2886966466903687,1.585152506828308,1.861380696296692
3400,0.5491935014724731,0.9745618104934692,1.321675419807434,1.6308380365371704,1.9120436906814575
3600,0.5401970148086548,1.0142651796340942,1.4034901857376099,1.7369714975357056,2.043225884437561
3800,0.5333635807037354,0.9956605434417725,1.3883318901062012,1.7245242595672607,2.0248708724975586
4000,0.5398111343383789,1.0322449207305908,1.4475739002227783,1.814405918121338,2.126922369003296
4200,0.587560772895813,1.0778075456619263,1.4848803281784058,1.8492640256881714,2.1711305379867554
4400,0.5345884561538696,1.0103715658187866,1.4124678373336792,1.7620786428451538,2.080492854118347
4600,0.5819181203842163,1.0739632844924927,1.4841212034225464,1.8396352529525757,2.1553150415420532
4800,0.5904330015182495,1.0833123922348022,1.4908474683761597,1.8434144258499146,2.1611677408218384
5000,0.5950868129730225,1.0999939441680908,1.5236482620239258,1.8970026969909668,2.2243945598602295
